,High,ISIN,Last,Last Date/Time,Low,Market,Name,Open,Symbol,Ticker,Time Zone,Trading Currency,Turnover,Volume,City,sector,industry,ebitdaMargins,profitMargins,revenueGrowth,operatingMargins,returnOnAssets,recommendationKey,recommendationMean,debtToEquity,totalCashPerShare,quickRatio,exchange,beta,enterpriseToEbitda,enterpriseToRevenue,bookValue,earningsQuarterlyGrowth,forwardPE,mostRecentQuarter,logo_url
490,1.43,FR0000072373,1.405,13/08/2021 17:35,1.38,Euronext,EGIDE,1.38,GID,GID.PA,CET,EUR,16031.435,11465,Paris,Technology,Electronic Components,0.058590002,0.03286,-0.249,0.03657,0.02493,none,,86.159,0.136,0.797,PAR,1.216141,12.633,0.74,1.021,,-34.5,2020-12-31,https://logo.clearbit.com/egide-group.com
491,3.57,NO0010263023,3.57,13/08/2021 16:05,3.48,B?rs,EIDESVIK OFFSHORE,3.48,EIOF,EIOF.OL,CET,NOK,64089.98,18229,Oslo,Energy,Oil & Gas Equipment & Services,0.20116,-0.17828,-0.155,-0.2192,-0.021289999,none,,600.352,8.876,1.866,OSL,0.94472,19.633,3.949,8.069,,-0.7860262,2021-03-31,https://logo.clearbit.com/eidesvik.no
492,87.86,FR0000130452,87.38,13/08/2021 17:35,87.34,Euronext,EIFFAGE,87.52,FGR,FGR.PA,CET,EUR,17211113.72,196629,Paris,Industrials,Engineering & Construction,0.14067,0.03484,0.252,0.08843,0.03081,none,,238.072,42.958,0.793,PAR,1.661345,8.268,1.163,54.738,,16.98016,2021-06-30,https://logo.clearbit.com/eiffage.com
493,7.43,FR0011466069,7.35,13/08/2021 17:35,7.31,Euronext,EKINOPS,7.4,EKI,EKI.PA,CET,EUR,90383.29,12266,Paris,Technology,Communication Equipment,0.06202,0.03419,-0.03,0.039690003,0.01421,none,,47.673,1.942,1.796,PAR,1.27507,31.958,1.982,3.572,0.012,60.833336,2020-12-31,https://logo.clearbit.com/ekinops.com
494,17.8,BE0974380124,17.62,13/08/2021 17:35,17.54,Euronext,EKOPAK,17.8,EKOP,EKOP.BR,CET,EUR,112195.08,6344,Brussels,Utilities,Utilities—Regulated Water,0.05233,-0.00981,,0.0088599995,0.00412,none,,,,1.521,BRU,,383.385,20.061,0.465,,,No info,https://logo.clearbit.com/ekopak.be
495,117.5,FR0000031023,117,13/08/2021 17:22,114,Euronext,ELEC.STRASBOURG,115,ELEC,ELEC.PA,CET,EUR,180737,1564,Paris,Utilities,Utilities—Renewable,0.19056,0.05446,0.148,0.13061,0.03917,none,,5.264,25.787,1.279,PAR,0.584175,4.529,0.863,48.536,0.29,,2021-06-30,https://logo.clearbit.com/es.fr
496,3.28,FR0000035719,3.28,03/02/2020 16:30,3.28,Euronext,ELECT. MADAGASCAR,3.28,EEM,EEM.PA,CET,EUR,3391.52,1034,Paris,Financial Services,Asset Management,0.0,0.0,,-12.29412,-0.04729,none,,25.017,0.082,0.639,PAR,-0.04485,-15.67,150.865,2.801,,,2019-12-31,https://logo.clearbit.com/viktoria-invest-group.com
497,1.712,NO0010358484,1.58,13/08/2021 16:25,1.376,B?rs,ELECTROMAGNET GEO,1.44,EMGS,EMGS.OL,CET,NOK,938161.46,607293,Oslo,Energy,Oil & Gas Equipment & Services,-0.07457,-0.94188005,-0.884,-0.41624,-0.08111,none,,,0.032,0.986,OSL,3.16722,-143.267,10.683,-0.057,,-18.2,2020-12-31,https://logo.clearbit.com/emgs.com
498,83.38,NO0010911902,81.5,13/08/2021 16:25,80.73,Euronext Growth,ELEKTROIMPORT??REN,83.38,ELIMP,ELIMP.OL,CET,NOK,126929.84,1545,Oslo,Technology,Electronics & Computer Distribution,0.121429995,0.06701,0.347,0.09826,,none,,159.668,2.867,0.463,OSL,,11.423,1.387,6.056,4.823,,2021-03-31,https://logo.clearbit.com/elektroimportoren.no
499,104.8,BE0003822393,104.8,13/08/2021 17:36,103.6,Euronext,ELIA GROUP,104.2,ELI,ELI.BR,CET,EUR,3929501.7,37692,Brussels,Utilities,Utilities—Regulated Electric,0.37775,0.113579996,0.158,0.20442,0.0196,none,,173.66,29.327,0.861,BRU,0.254275,14.843,5.607,60.726,0.005,28.55615,2021-06-30,https://logo.clearbit.com/elia.be
500,5.89,FR0011950732,5.85,13/08/2021 17:35,5.79,Euronext,ELIOR GROUP,5.89,ELIOR,ELIOR.PA,CET,EUR,1000941.64,171236,Paris,Consumer Cyclical,Restaurants,-0.048860002,-0.15369001,-0.24,-0.06455,-0.03354,none,,99.167,0.186,0.501,PAR,2.057239,-12.42,0.607,6.295,,6.654639,2021-03-31,https://logo.clearbit.com/eliorgroup.com
501,15.89,FR0012435121,15.83,13/08/2021 17:35,15.7,Euronext,ELIS,15.73,ELIS,ELIS.PA,CET,EUR,2777623.11,175583,Paris,Industrials,Specialty Business Services,0.3026,0.01491,0.018,0.07138,0.01593,none,,130.019,0.681,0.701,PAR,2.038198,8.18,2.475,12.69,,14.284483,2021-06-30,https://logo.clearbit.com/fr.elis.com
502,35.36,NO0010816093,34.74,13/08/2021 16:25,34.74,B?rs,ELKEM,35.2,ELK,ELK.OL,CET,NOK,28136558.22,804013,Oslo,Basic Materials,Specialty Chemicals,0.11585,0.02647,0.24,0.056209996,0.027320001,none,,90.915,7.187,0.815,OSL,2.128784,8.707,1.009,22.92,1.725,7.818182,2021-03-31,https://logo.clearbit.com/elkem.com
503,276.5,NO0010722283,276,13/08/2021 16:25,271,Euronext Growth,ELLIPTIC LABORATOR,276.5,ELABS,ELABS.OL,CET,NOK,2543179.5,9248,Oslo,Technology,Software—Application,-0.24971001,-0.32044,761.137,-0.25761,,none,,12.018,9.942,8.13,OSL,,-202.519,50.571,18.814,,,2021-03-31,https://logo.clearbit.com/ellipticlabs.com
504,5.39,NO0010864036,4.945,13/08/2021 16:13,4.945,Euronext Growth,ELOP,5.39,ELOP,ELOP.OL,CET,NOK,899351.805,178668,Oslo,Technology,Scientific & Technical Instruments,0.0,0.0,,-19.27631,,none,,7.689,1.458,5.096,OSL,,-6.409,117.763,1.915,,,2021-03-31,https://logo.clearbit.com/elop.no
505,29,NO0011002586,28.8,13/08/2021 16:25,28.62,B?rs,ELOPAK,29,ELO,ELO.OL,CET,NOK,7549307.8,261598,Oslo,Consumer Cyclical,Packaging & Containers,0.11311,0.047849998,-0.044,0.08295,,none,,160.387,0.042,0.555,OSL,,69.83,7.898,,-0.306,,2021-03-31,https://logo.clearbit.com/elopak.com
506,20,BE0003843605,20,03/08/2021 11:30,20,Euronext Growth,EMAKINA GROUP,20,ALEMK,ALEMK.BR,CET,EUR,15000,750,Brussels,Communication Services,Advertising Agencies,0.07123,0.00377,0.026,0.034059998,0.03782,none,,146.79,2.591,0.848,BRU,1.462133,7.28,0.519,2.627,,,2020-12-31,https://logo.clearbit.com/emakina.group
507,1.74,FR0013356755,1.665,13/08/2021 17:35,1.66,Euronext Growth,EMOVA GROUP,1.7,ALEMV,ALEMV.PA,CET,EUR,20156.78,11937,Paris,Consumer Cyclical,Specialty Retail,0.03968,0.011080001,0.167,0.02517,0.00541,none,,44.785,0.139,0.743,PAR,3.087229,27.191,1.079,6.175,,,2021-03-31,https://logo.clearbit.com/emova-group.com
508,3.6,FR0004030708,3.6,13/08/2021 13:40,3.58,Euronext Growth,ENCRES DUBUIT,3.58,ALDUB,ALDUB.PA,CET,EUR,1613.52,450,Paris,Basic Materials,Specialty Chemicals,0.02071,-0.02973,-0.102,-0.01363,,none,,,,,PAR,0.412457,,,7.322,0.3,,2020-12-31,https://logo.clearbit.com/encresdubuit.com
509,0.967,NO0010379779,0.963,13/08/2021 16:25,0.936,B?rs,ENDÚR,0.95,ENDUR,ENDUR.OL,CET,NOK,547342.167,574593,Oslo,Industrials,Conglomerates,-0.09604,-0.98777,1.302,-0.13365,-0.032479998,none,,155.962,0.284,1.712,OSL,0.916519,-38.302,3.678,1.346,,,2021-03-31,https://logo.clearbit.com/endur.no
510,1.08,FR0013330792,1.05,03/11/2020 17:35,0.974,Euronext Growth,ENENSYS,1.055,ALNN6,ALNN6.PA,CET,EUR,51864.34,49208,Paris,Technology,Communication Equipment,-0.07789,-0.53002,-0.213,-0.18826,-0.05548,none,,,0.273,0.496,PAR,2.27472,-25.05,1.951,-0.732,,,2020-12-31,https://logo.clearbit.com/enensys.com
511,3.28,FR0013399359,3.25,13/08/2021 17:35,3.12,Euronext Growth,ENERGISME,3.22,ALNRG,ALNRG.PA,CET,EUR,200657.95,63151,Paris,Technology,Software—Application,-1.93377,-1.9495599,,-2.04061,-0.38619998,none,,,0.021,0.869,PAR,,-3.343,6.464,10.705,,,2020-06-30,https://logo.clearbit.com/energisme.com
512,1.88,FR0011915339,1.88,13/08/2021 17:35,1.816,Euronext Growth,ENERTIME,1.88,ALENE,ALENE.PA,CET,EUR,44334.626,24121,Paris,Industrials,Specialty Industrial Machinery,-0.76238996,-0.77089,-0.277,-0.78363997,-0.2045,none,,48.558,0.138,1.304,PAR,3.923672,-8.722,6.65,0.292,,-2.3505154,2020-12-31,https://logo.clearbit.com/enertime.com
513,11.944,FR0010208488,11.922,13/08/2021 17:35,11.766,Euronext,ENGIE,11.774,ENGI,ENGI.PA,CET,EUR,53066270.43,4457740,Paris,Utilities,Utilities—Diversified,0.16563,0.01314,0.139,0.095319994,0.02076,none,,103.661,5.284,0.472,PAR,1.25982,5.966,0.988,11.976,96.625,10.981308,2021-06-30,https://logo.clearbit.com/engie.com
514,11.944,FR0010208488,11.922,13/08/2021 17:35,11.766,Euronext,ENGIE,11.774,ENGI,ENGI.BR,CET,EUR,53066270.43,4457740,Brussels,nan,nan,,,,,,nan,,,,,nan,,,,,,,No info,
515,11.6,FR0014004974,11.4,13/08/2021 17:27,11.35,Euronext Growth,ENOGIA,11.5,ALENO,ALENO.PA,CET,EUR,21138.9,1843,Paris,nan,nan,,,,,,nan,,,,,PAR,,,,,,,No info,
516,0.657,NO0010299068,0.65,13/08/2021 16:25,0.632,B?rs,ENSURGE MICROPOWER,0.635,ENSU,ENSU.OL,CET,NOK,17543210.52,27088728,Oslo,Technology,Electronic Components,0.0,0.0,,0.0,-0.90564,none,,,0.008,0.329,OSL,2.217732,-55.985,,-0.033,,,2021-03-31,https://logo.clearbit.com/ensurge.com
517,9.99,NL0015000F82,9.99,21/07/2021 09:00,9.99,Euronext,ENTP ORD SHARES,9.99,ENTPA,ENTPA.AS,CET,EUR,59.94,6,Amsterdam,nan,nan,,,,,,nan,,,,,AMS,,,,,,,No info,
518,-,NL0015000F90,-,-,-,Euronext,ENTP TREAS SHARES,-,ENTPT,ENTPT.AS,CET,EUR,-,-,Amsterdam,nan,nan,,,,,,nan,,,,,nan,,,,,,,No info,
519,-,NL0015000FD2,-,-,-,Euronext,ENTP WARRANTS,-,ENTPW,ENTPW.AS,CET,EUR,-,-,Amsterdam,nan,nan,,,,,,nan,,,,,AMS,,,,,,,No info,
520,231.2,NO0010716418,229,13/08/2021 16:25,222.8,B?rs,ENTRA,225.8,ENTRA,ENTRA.OL,CET,NOK,17924783.2,78749,Oslo,Real Estate,Real Estate—Diversified,0.85806,2.61427,0.026,0.85324997,0.022550002,none,,82.148,0.571,0.145,OSL,0.902508,30.228,25.937,154.333,0.171,26.187847,2021-06-30,https://logo.clearbit.com/entra.no
521,8.7,FR0010424697,8.7,13/08/2021 10:13,6.9,Euronext Growth,ENTREPARTICULIERS,7.25,ALENT,ALENT.PA,CET,EUR,660992.8,83782,Paris,Communication Services,Internet Content & Information,0.506,0.41719002,0.017,0.42977002,,none,,,0.021,,PAR,-1.059148,86.234,43.635,-0.171,,,2019-12-31,https://logo.clearbit.com/entreparticuliers.com
522,7.5,FR0000045122,7.5,13/08/2021 11:30,7.5,Euronext Growth,ENTREPRENDRE,7.5,ALENR,ALENR.PA,CET,EUR,30,4,Paris,Communication Services,Publishing,0.0,0.01556,-0.009,0.08902001,,none,,4.092,,,PAR,2.956886,,,6.505,,,2019-06-30,https://logo.clearbit.com/entreprendre.fr
523,122.5,FR0010278762,122.5,13/08/2021 16:57,119.5,Euronext Growth,ENVEA,122.5,ALTEV,ALTEV.PA,CET,EUR,2424,20,Paris,Technology,Scientific & Technical Instruments,0.119720004,0.068390004,-0.176,0.10302,0.04992,none,,7.566,8.989,2.581,PAR,0.874859,20.97,2.51,46.378,-0.336,26.096033,2020-12-31,https://logo.clearbit.com/envea.global
524,2.0595,NL0015000GX8,2.0595,13/08/2021 09:00,2.0595,Euronext,ENVIPCO,2.0595,ENVI,ENVI.AS,CET,EUR,82.38,40,Amsterdam,Industrials,Pollution & Treatment Controls,0.18181999,0.06194,0.069,0.08387999,0.03491,none,,28.329,2.79,2.046,AMS,0.684484,13.921,2.531,6.756,,,2021-03-31,https://logo.clearbit.com/envipco.com
525,25.95,NL0015000GX8,25.95,13/08/2021 09:03,25.95,Euronext Growth,ENVIPCO HOLDING,25.95,ENVIP,ENVIP.OL,CET,NOK,285.45,11,Oslo,Industrials,Pollution & Treatment Controls,0.18181999,0.06194,0.069,0.08387999,0.03491,none,,28.329,2.79,2.046,OSL,0.684484,160.855,29.247,6.756,,,2021-03-31,https://logo.clearbit.com/envipco.com
526,4.49,FR0010465534,4.48,13/08/2021 17:35,4.14,Euronext Growth,EO2,4.47,ALEO2,ALEO2.PA,CET,EUR,14294.8,3268,Paris,Basic Materials,Lumber & Wood Production,0.12163,0.046269998,0.099,0.03951,0.01578,none,,83.161,6.395,2.723,PAR,1.613598,4.975,0.605,7.283,-0.031,,2020-08-31,https://logo.clearbit.com/eo2.fr
527,186.86,NO0010096985,186.6,13/08/2021 16:31,185.08,B?rs,EQUINOR,186.04,EQNR,EQNR.OL,CET,NOK,429999062.9,2308793,Oslo,Energy,Oil & Gas Integrated,0.29509002,-0.01342,1.298,0.15194,0.044439998,none,,95.796,7.719,1.456,OSL,0.883838,36.518,10.776,11.011,,90.13453,2021-06-30,https://logo.clearbit.com/equinor.com
528,76.5,FR0000131757,76.5,13/08/2021 17:36,72.2,Euronext,ERAMET,72.2,ERA,ERA.PA,CET,EUR,14572879.6,194235,Paris,Basic Materials,Other Industrial Metals & Mining,0.14059,0.00026,0.115,0.072670005,0.02596,none,,301.039,72.625,1.029,PAR,1.811447,6.214,0.874,28.862,,6.636653,2021-06-30,https://logo.clearbit.com/eramet.com
529,5.42,FR0011471135,5.16,13/08/2021 17:35,4.83,Euronext,ERYTECH PHARMA,4.83,ERYP,ERYP.PA,CET,EUR,3124099.42,602764,Paris,Healthcare,Biotechnology,0.0,0.0,0.928,-14.279301,,none,,103.425,2.217,,PAR,1.870646,-1.035,13.876,1.323,,-2.1311474,2021-03-31,https://logo.clearbit.com/erytech.com
530,9.489,NL00150006O3,9.404,13/08/2021 15:52,9.39,Euronext,ESG CORE INVEST,9.4,ESG,ESG.AS,CET,EUR,19318.052,2052,Amsterdam,Financial Services,Shell Companies,0.0,0.0,,0.0,,none,,,,,AMS,,,,,,,No info,https://logo.clearbit.com/esgcoreinvestments.com
531,-,NL00150006Q8,-,-,-,Euronext,ESG CORE TREAS SHA,-,ESGT,ESGT.AS,CET,EUR,-,-,Amsterdam,nan,nan,,,,,,nan,,,,,nan,,,,,,,No info,
532,0.95,NL00150006P0,0.95,13/08/2021 16:38,0.95,Euronext,ESG CORE WARRANTS,0.95,ESGWA,ESGWA.AS,CET,EUR,147.25,155,Amsterdam,nan,nan,,,,,,nan,,,,,AMS,,,,,,,No info,
533,60.4,FR0004110310,59.2,13/08/2021 17:35,58,Euronext,ESI GROUP,60.4,ESI,ESI.PA,CET,EUR,37872,635,Paris,Technology,Software—Application,0.0476,0.010670001,,0.02949,0.01086,none,,73.905,3.961,1.048,PAR,0.597567,59.053,2.811,15.475,,,2020-12-31,https://logo.clearbit.com/esi-group.com
534,260.5,FR0000035818,260,13/08/2021 17:35,257,Euronext Growth,ESKER,260,ALESK,ALESK.PA,CET,EUR,525041,2028,Paris,Technology,Software—Application,0.13751,0.096269995,0.083,0.11334,0.07695,none,,23.152,7.114,2.535,PAR,0.735129,89.64,12.327,10.751,0.429,153.45744,2020-12-31,https://logo.clearbit.com/esker.fr
535,0.033,NL0009272137,0.032,13/08/2021 17:28,0.032,Euronext,ESPERITE,0.033,ESP,ESP.AS,CET,EUR,3202.742,99262,Amsterdam,Healthcare,Medical Care Facilities,-0.49727002,-1.37977,-0.36,-0.62671,-0.15107,none,,,0.04,0.502,AMS,1.981512,-0.578,0.288,-0.078,,,2018-06-30,https://logo.clearbit.com/esperite.com
536,0.033,NL0009272137,0.032,13/08/2021 17:28,0.032,Euronext,ESPERITE,0.033,ESP,ESP.PA,CET,EUR,3202.742,99262,Paris,nan,nan,,,,,,nan,,,,,nan,,,,,,,No info,
537,166.08,FR0000121667,164.92,13/08/2021 17:35,163.78,Euronext,ESSILORLUXOTTICA,163.78,EL,EL.PA,CET,EUR,45263517.12,273936,Paris,Healthcare,Medical Instruments & Supplies,0.21683,0.079629995,0.407,0.12966,0.0255,none,,33.197,21.434,1.875,PAR,0.921322,21.075,4.57,73.837,,35.512398,2021-06-30,https://logo.clearbit.com/essilorluxottica.com
538,11,FR0000120669,10.7,13/08/2021 10:34,10.7,Euronext,ESSO,11,ES,ES.PA,CET,EUR,3395,310,Paris,Energy,Oil & Gas Refining & Marketing,-0.04374,-0.04911,-0.282,-0.0513,-0.12666,none,,13.092,12.385,0.516,PAR,1.558319,-0.055,0.002,24.124,,,2020-06-30,https://logo.clearbit.com/corporate.esso.fr
539,6.5,PTESO0AM0000,6.5,10/08/2021 15:30,6.5,Euronext,ESTORIL SOL N,6.5,ESON,ESON.LS,BST,EUR,6.5,1,Lisbon,Consumer Cyclical,Resorts & Casinos,0.03002,-0.14703,-0.423,-0.10362001,-0.06005,none,,8.428,4.92,1.729,LIS,0.455106,7.995,0.24,6.438,,,2020-12-31,https://logo.clearbit.com/estoril-solsgps.com
540,0.47,FR0000061475,0.47,13/08/2021 16:30,0.47,Euronext,EURASIA FONC INV,0.47,EFI,EFI.PA,CET,EUR,1210.25,2575,Paris,Real Estate,Real Estate Services,0.50431,0.34739,2.156,0.41193,0.040430002,none,,35.476,0.004,1.975,PAR,1.350729,9.503,4.793,0.427,-0.313,,2020-12-31,https://logo.clearbit.com/eurasiafonciereinvestissements.com
541,4.3,FR0010844001,4.02,13/08/2021 17:29,3.9,Euronext Growth,EURASIA GROUPE,3.9,ALEUA,ALEUA.PA,CET,EUR,7592.4,1870,Paris,Real Estate,Real Estate Services,0.097200006,0.3046,0.535,0.05074,,none,,,,,PAR,0.205085,7.9,0.768,15.891,,,2020-12-31,https://logo.clearbit.com/eurasiagroupe.com
542,88.8,FR0000121121,88.35,13/08/2021 17:35,87.9,Euronext,EURAZEO,87.95,RF,RF.PA,CET,EUR,3854573.1,43627,Paris,Financial Services,Asset Management,0.32631,0.13217,0.48,0.24986,0.057729997,none,,64.371,16.918,0.637,PAR,1.429304,6.57,2.144,61.113,,19.988066,2021-06-30,https://logo.clearbit.com/eurazeo.com
543,2.92,FR0000054678,2.9,13/08/2021 17:23,2.86,Euronext,EURO RESSOURCES,2.88,EUR,EUR.PA,CET,EUR,4735.61,1628,Paris,Basic Materials,Gold,0.95426005,0.70394,-0.521,0.94071996,0.17657,hold,3.0,,0.553,315.286,PAR,0.561083,10.423,9.946,0.782,-0.623,5.627451,2021-03-31,https://logo.clearbit.com/goldroyalties.com
544,17.48,FR0013240934,17.08,13/08/2021 17:35,17.01,Euronext Growth,EUROBIO-SCIENTIFIC,17.2,ALERS,ALERS.PA,CET,EUR,264685.06,15462,Paris,Healthcare,Diagnostics & Research,0.46611,0.3884,3.245,0.42925,0.40075,none,,27.553,5.85,2.494,PAR,-0.719181,1.866,0.87,9.623,16.058,,2020-12-31,https://logo.clearbit.com/diaxonhit.com
545,8.45,GB00B94QM994,8.45,11/08/2021 16:49,8.45,Euronext,EUROCASTLE INVEST.,8.45,ECT,ECT.AS,CET,EUR,422.5,50,Amsterdam,Financial Services,Asset Management,0.0,0.0,-0.841,-3.86911,-0.02021,strong_buy,1.5,,18.346,26.706,AMS,0.569747,,-53.385,17.724,,6.1594205,2020-12-31,https://logo.clearbit.com/eurocastleinv.com
546,22.96,NL0000288876,22.76,13/08/2021 17:35,22.36,Euronext,EUROCOMMERCIAL,22.4,ECMPA,ECMPA.AS,CET,EUR,2458906.66,108104,Amsterdam,Real Estate,REIT—Retail,0.6656,0.39936,0.034,0.66191,,none,,94.701,1.349,0.411,AMS,2.154061,17.905,11.917,38.744,1.215,8.04878,2021-03-31,https://logo.clearbit.com/eurocommercialproperties.com
547,22.96,NL0000288876,22.76,13/08/2021 17:35,22.36,Euronext,EUROCOMMERCIAL,22.4,ECMPA,ECMPA.BR,CET,EUR,2458906.66,108104,Brussels,nan,nan,,,,,,nan,,,,,nan,,,,,,,No info,
548,13100,FR0013256518,13100,13/08/2021 16:30,13100,Euronext Growth,EUROFINS CEREP,13100,ALECR,ALECR.PA,CET,EUR,13100,1,Paris,Healthcare,Drug Manufacturers—General,0.19077998,0.17073,-0.018,0.15596,0.074039996,none,,0.057,,4.225,PAR,0.871492,,,,-0.104,,2020-12-31,https://logo.clearbit.com/eurofins.fr
549,114.58,FR0014000MR3,113.76,13/08/2021 17:35,113.32,Euronext,EUROFINS SCIENT.,113.96,ERF,ERF.PA,CET,EUR,13694484.2,120344,Paris,Healthcare,Diagnostics & Research,0.23424,0.099180005,0.301,0.16629,0.06894,none,,84.889,4.783,1.357,PAR,0.571033,16.053,3.76,19.342,2.263,6.6617494,2020-12-31,https://logo.clearbit.com/eurofins.com
550,2,FR0010157115,2,13/08/2021 16:45,2,Euronext Access,EUROLAND CORPORATE,2,MLERO,MLERO.PA,CET,EUR,5730,2865,Paris,Financial Services,Capital Markets,0.0,0.00911,,0.19349001,0.00957,none,,,,1.424,PAR,0.670028,,,,,,No info,https://logo.clearbit.com/elcorp.com
551,1320,ES0105586004,1320,11/08/2021 00:00,1320,Euronext Access,EUROLOG CANOLA,1320,MLCAN,MLCAN.PA,CET,EUR,-,-,Paris,nan,nan,,,,,,nan,,,,,nan,,,,,,,No info,
552,14.88,FR0000075343,14.8,13/08/2021 17:35,14.1,Euronext Growth,EUROMEDIS GROUPE,14.14,ALEMG,ALEMG.PA,CET,EUR,382947.32,26294,Paris,Healthcare,Medical Devices,0.16618,0.117189996,2.405,0.16025,0.26427,none,,45.61,5.283,1.296,PAR,-1.106135,1.413,0.235,12.997,,,2020-12-31,https://logo.clearbit.com/euromedis.fr
553,6.772,BE0003816338,6.47,13/08/2021 17:35,6.404,Euronext,EURONAV,6.7,EURN,EURN.BR,CET,EUR,9278555.246,1416217,Brussels,Energy,Oil & Gas Midstream,0.5443,0.19042,-0.728,0.23208,0.03371,none,,64.411,0.742,1.409,BRU,0.039281,5.244,2.854,11.107,,52.085712,2021-03-31,https://logo.clearbit.com/euronav.com
554,95,NL0006294274,94.35,13/08/2021 17:35,94.05,Euronext,EURONEXT,94.2,ENX,ENX.PA,CET,EUR,6279389.1,66523,Paris,Financial Services,Financial Data & Stock Exchanges,0.53903997,0.35412,0.053,0.51055,0.10125,none,,113.966,12.391,2.341,PAR,0.585434,13.922,7.505,16.484,0.022,27.95014,2021-03-31,https://logo.clearbit.com/euronext.com
555,95,NL0006294274,94.35,13/08/2021 17:35,94.05,Euronext,EURONEXT,94.2,ENX,ENX.AS,CET,EUR,6279389.1,66523,Amsterdam,nan,nan,,,,,,nan,,,,,YHD,,,,,,,No info,
556,95,NL0006294274,94.35,13/08/2021 17:35,94.05,Euronext,EURONEXT,94.2,ENX,ENX.BR,CET,EUR,6279389.1,66523,Brussels,nan,nan,,,,,,nan,,,,,nan,,,,,,,No info,
557,-,NL0006294274,-,-,-,Euronext,EURONEXT,-,ENXP,ENXP.LS,BST,EUR,-,-,Lisbon,nan,nan,,,,,,nan,,,,,nan,,,,,,,No info,
558,0.81,FR0010490920,0.804,13/08/2021 17:35,0.79,Euronext,EUROPACORP,0.799,ECP,ECP.PA,CET,EUR,20892.462,26007,Paris,Communication Services,Entertainment,0.10438,2.95493,-0.473,0.08862001,0.01377,none,,,0.385,1.089,PAR,1.035854,33.837,3.532,-0.114,,5.7538466,2021-03-31,https://logo.clearbit.com/europacorp.com
559,-,FR0014001HD1,-,-,-,Euronext,EUROPCAR BSA COO,-,EUBSB,EUBSB.PA,CET,EUR,-,-,Paris,nan,nan,,,,,,nan,,,,,nan,,,,,,,No info,
560,-,FR0014001HB5,-,-,-,Euronext,EUROPCAR BSA GAR,-,EUBSA,EUBSA.PA,CET,EUR,-,-,Paris,nan,nan,,,,,,nan,,,,,nan,,,,,,,No info,
561,-,FR0014001HC3,-,-,-,Euronext,EUROPCAR BSA PAR,-,EUBSC,EUBSC.PA,CET,EUR,-,-,Paris,nan,nan,,,,,,nan,,,,,nan,,,,,,,No info,
562,0.4995,FR0012789949,0.499,13/08/2021 17:35,0.4972,Euronext,EUROPCAR MOBILITY,0.4972,EUCAR,EUCAR.PA,CET,EUR,7458886.987,14956872,Paris,Industrials,Rental & Leasing Services,-0.13411,-0.39516997,-0.361,-0.15237,-0.021979999,none,,206.132,0.075,0.453,PAR,2.227197,-22.931,3.075,9.51,,0.37037036,2021-03-31,https://logo.clearbit.com/europcar-mobility-group.com
563,0.3494,FR0013514114,0.3348,13/08/2021 17:35,0.33,Euronext Growth,EUROPLASMA,0.3424,ALEUP,ALEUP.PA,CET,EUR,256605.8944,763679,Paris,Industrials,Waste Management,-1.05315,-1.5003799,44.421,-1.76188,-0.31961,none,,,0.399,0.325,PAR,0.875069,-1.251,1.317,-1.491,-0.501,,2020-12-31,https://logo.clearbit.com/europlasma.com
564,0.0005,FR0013294089,0.0005,13/08/2021 11:10,0.0005,Euronext Growth,EUROPLASMA BSC,0.0005,EURBU,EURBU.PA,CET,EUR,1.4375,2875,Paris,nan,nan,,,,,,nan,,,,,PAR,,,,,,,No info,
565,60.55,NO0010735343,60.2,13/08/2021 16:25,60,B?rs,EUROPRIS,60.1,EPR,EPR.OL,CET,NOK,4078812.5,67689,Oslo,Consumer Defensive,Discount Stores,0.1691,0.11462,-0.052,0.16063,0.119729996,none,,153.298,1.196,0.225,OSL,0.749158,9.253,1.565,14.413,0.147,22.702703,2021-06-30,https://logo.clearbit.com/europris.no
566,9.67,FR0010221234,9.65,13/08/2021 17:36,9.576,Euronext,EUTELSAT COMMUNIC.,9.62,ETL,ETL.PA,CET,EUR,2532961.108,262866,Paris,Technology,Communication Equipment,0.67564005,0.23169,-0.013,0.34105,0.036429998,none,,154.98,4.865,1.594,PAR,0.749032,6.389,4.317,10.906,-0.023,6.8565516,2020-12-31,https://logo.clearbit.com/eutelsat.com
567,0.115,BE0003840577,0.115,06/08/2021 16:30,0.115,Euronext Growth,EVADIX,0.115,ALEVA,ALEVA.BR,CET,EUR,3.11,27,Brussels,Industrials,Specialty Business Services,0.0,0.0,,0.0,0.54792,none,,,0.003,3.32,BRU,3.361594,,,0.059,,,2020-06-30,https://logo.clearbit.com/evadix.be
568,60.4,DK0061414711,57.65,13/08/2021 16:25,55.55,Euronext Growth,EVERFUEL,60.4,EFUEL,EFUEL.OL,CET,NOK,1445853.15,25064,Oslo,Utilities,Utilities—Renewable,0.0,-1.6470599,2.071,-12.33333,,none,,0.526,1.012,48.455,OSL,,-1849.206,21488.867,0.352,0.442,,2021-03-31,https://logo.clearbit.com/everfuel.com
569,3.24,FR0000035784,3.2,13/08/2021 17:28,3.08,Euronext,EVERGREEN,3.22,EGR,EGR.PA,CET,EUR,73263.3,23117,Paris,Financial Services,Asset Management,0.0,0.0,,0.0,-0.10541,none,,,0.006,1.786,PAR,0.019384,-19.838,,-0.023,,,2020-12-31,https://logo.clearbit.com/evergreen-holding.com
