,Unnamed: 0,Unnamed: 0.1,Sector,Industry,Name,Symbol,Volume,Market Cap,longName,ebitdaMargins,profitMargins,revenueGrowth,operatingMargins,returnOnAssets,recommendationKey,recommendationMean,debtToEquity,totalCashPerShare,quickRatio,exchange,beta,enterpriseToEbitda,enterpriseToRevenue,bookValue,earningsQuarterlyGrowth,forwardPE,mostRecentQuarter,logo_url
752,752,752,Consumer Non-Durables,Military/Government/Technical,Axon Enterprise Inc. Common Stock,AXON,165582,12159196321.0,"Axon Enterprise, Inc.",0.02735,-0.00253,0.316,0.00903,0.00345,buy,1.8,2.498,8.81,3.3360000000000003,NMS,0.48428,459.01,12.554,15.31,,97.684494,2020-12-31,https://logo.clearbit.com/axon.com
753,753,753,Finance,Investment Bankers/Brokers/Service,American Express Company Common Stock,AXP,4155848,131939445262.0,American Express Company,0.0,0.18424,0.773,0.2281,0.03741,buy,2.5,153.976,36.642,1.5590000000000002,NYQ,1.281828,,3.87,30.447,7.872000000000001,17.505492999999998,2021-06-30,https://logo.clearbit.com/americanexpress.com
754,754,754,Consumer Services,Newspapers/Magazines,AMREP Corporation Common Stock,AXR,28970,94492446.0,AMREP Corporation,0.07572000000000001,-0.01502,0.487,0.05426,0.00916,none,,6.234,2.112,3.804,NYQ,0.6396729999999999,40.425,3.0610000000000004,11.434,5.192,,2021-01-31,https://logo.clearbit.com/amrepcorp.com
755,755,755,Finance,Property-Casualty Insurers,Axis Capital Holdings Limited Common Stock,AXS,298130,4513981253.0,AXIS Capital Holdings Limited,0.114930004,0.05785,0.113,0.1019,0.01209,hold,2.9,26.727,13.127,0.236,NYQ,0.8988700000000001,9.047,1.04,54.58600000000001,0.962,9.223909,2021-06-30,https://logo.clearbit.com/axiscapital.com
756,756,756,No info,,Axis Capital Holdings Limited Depositary Shares each representing 1/100th interest in a share of a 5.50% Series E Preferred Shares,AXS^E,21583,,Axis Capital Holdings Limited Depositary Shares each representing 1/100th interest in a share of a 5.50% Series E Preferred Shares,,,,,,,,,,,,,,,,,,No info,
757,757,757,Health Care,Major Pharmaceuticals,Axsome Therapeutics Inc. Common Stock,AXSM,1531722,861409331.0,"Axsome Therapeutics, Inc.",0.0,0.0,,0.0,-0.27321,buy,1.9,44.048,4.916,7.845,NGM,2.537231,-22.942,,3.045,,-14.072917000000002,2020-12-31,https://logo.clearbit.com/axsome.com
758,758,758,Basic Industries,Paints/Coatings,Axalta Coating Systems Ltd. Common Shares,AXTA,2785406,7339831675.0,Axalta Coating Systems Ltd.,0.1848,0.022160001,0.081,0.10383,0.03695,buy,2.1,278.347,5.439,1.836,NYQ,1.474456,13.884,2.5660000000000003,5.839,-0.7090000000000001,13.039302,2021-03-31,https://logo.clearbit.com/axalta.com
759,759,759,Technology,Semiconductors,AXT Inc Common Stock,AXTI,165710,405657000.0,"AXT, Inc.",0.14618,0.0924,0.524,0.09833,0.02698,buy,2.2,4.921,1.336,2.329,NMS,2.263582,24.432,3.572,4.673,11.147,23.333334,2021-06-30,https://logo.clearbit.com/axt.com
760,760,760,Basic Industries,Precious Metals,Alexco Resource Corp Common Shares (Canada),AXU,978646,281775759.0,Alexco Resource Corp.,0.0,0.0,5.725,-3.72922,-0.08158,buy,2.0,4.237,0.173,1.642,ASE,0.967699,-16.075,58.368,1.125,-0.655,6.0,2021-03-31,https://logo.clearbit.com/alexcoresource.com
761,761,761,Public Utilities,Electric Utilities: Central,Atlantica Sustainable Infrastructure plc Ordinary Shares,AY,324570,4304207477.0,Atlantica Sustainable Infrastructure plc,0.7188899999999999,0.03088,0.118,0.33431998,0.023120001,hold,2.6,349.991,11.321,1.655,NMS,0.676086,12.385,8.904,14.731,,31.147541,2021-03-31,https://logo.clearbit.com/atlantica.com
762,762,762,Consumer Durables,Building Products,Acuity Brands Inc. ,AYI,189867,6499950904.0,"Acuity Brands, Inc.",0.1522,0.083909996,0.159,0.12219,0.07328,buy,2.4,27.61,16.809,1.642,NYQ,1.627756,12.448,1.894,54.681,0.419,18.137825,2021-05-31,https://logo.clearbit.com/acuitybrands.com
763,763,763,Health Care,Major Pharmaceuticals,Ayala Pharmaceuticals Inc. Common Stock,AYLA,3283,161672134.0,"Ayala Pharmaceuticals, Inc.",0.0,0.0,-0.027000000000000003,-8.84705,-0.54718,buy,1.8,,4.2860000000000005,9.87,NGM,,-2.6910000000000003,23.594,,,,2021-03-31,https://logo.clearbit.com/ayalapharma.com
764,764,764,Capital Goods,Auto Manufacturing,AYRO Inc. Common Stock,AYRO,629109,145491838.0,"Ayro, Inc.",0.0,0.0,4.373,-6.25951,-0.17448,buy,2.0,1.305,2.597,41.816,NCM,,-6.4060000000000015,38.86,,,,2021-03-31,https://logo.clearbit.com/ayro.com
765,765,765,Miscellaneous,Service to the Health Industry,Aytu BioPharma Inc.  Common Stock,AYTU,375406,87090262.0,"Aytu Biopharma, Inc.",-0.30573,-0.74435997,0.653,-0.52967,-0.08768,buy,2.0,18.287,1.849,0.894,NCM,-0.282372,-4.449,1.36,6.102,,-7.062692599999999,2021-03-31,https://logo.clearbit.com/aytubio.com
766,766,766,Technology,Computer Software: Prepackaged Software,Alteryx Inc. Class A Common Stock,AYX,956032,4667875015.0,"Alteryx, Inc.",-0.03009,-0.109069996,0.248,-0.05645,-0.01339,buy,2.2,194.775,9.839,2.794,NYQ,0.7025710000000001,-325.867,9.807,6.731,,171.0,2021-06-30,https://logo.clearbit.com/alteryx.com
767,767,767,Capital Goods,Homebuilding,The AZEK Company Inc. Class A Common Stock,AZEK,1325244,7079081152.0,The AZEK Company Inc.,0.10511,-0.08422,0.194,0.00373,0.00119,buy,1.9,35.271,0.978,2.217,NYQ,,65.22800000000001,6.856,,4.542,,2021-03-31,https://logo.clearbit.com/azekco.com
768,768,768,Health Care,Major Pharmaceuticals,AstraZeneca PLC American Depositary Shares,AZN,7197560,181184648179.0,AstraZeneca PLC,0.22479999,0.12771,0.31,0.13408,0.037049998,buy,1.6,190.467,5.956,1.011,NMS,0.193602,25.284,5.684,5.499,-0.272,15.700269,2021-06-30,https://logo.clearbit.com/astrazeneca.com
769,769,769,Capital Goods,Auto Manufacturing,AutoZone Inc. Common Stock,AZO,118795,34743282523.0,"AutoZone, Inc.",0.23677,0.14899999,0.314,0.20849001,0.13745,buy,2.2,,47.632,0.198,NYQ,0.952124,11.98,2.837,-81.563,0.7390000000000001,16.822609,2021-05-08,https://logo.clearbit.com/autozone.com
770,770,770,Technology,EDP Services,Aspen Technology Inc. Common Stock,AZPN,441377,8639935796.0,"Aspen Technology, Inc.",0.53457,0.44702998,0.246,0.5213,0.18573,buy,2.2,45.44600000000001,4.662,5.251,NMS,1.302813,23.209,12.407,10.776,0.494,26.434208,2021-03-31,https://logo.clearbit.com/aspentech.com
771,771,771,Public Utilities,Electric Utilities: Central,Azure Power Global Limited Equity Shares,AZRE,117247,1166342280.0,Azure Power Global Limited,0.74265,-0.27606001,0.162,0.5321600000000001,0.03608,buy,2.2,438.267,230.455,0.677,NYQ,0.7429020000000001,8.597000000000001,6.385,503.195,,67.0,2021-03-31,https://logo.clearbit.com/azurepower.com
772,772,772,Health Care,Major Pharmaceuticals,AzurRx BioPharma Inc. Common Stock,AZRX,1020564,55052498.0,"AzurRx BioPharma, Inc.",0.0,0.0,,0.0,-1.51515,buy,2.2,2.849,0.153,3.504,NCM,1.522357,-1.69,,0.192,,-2.272143,2021-03-31,https://logo.clearbit.com/azurrx.com
773,773,773,Transportation,Air Freight/Delivery Services,Azul S.A. American Depositary Shares (each representing three preferred shares),AZUL,596755,2408471125.0,Azul S.A.,-0.56523997,-1.5670799,-0.349,-0.53728,-0.09413999,hold,2.9,,19.843,0.334,NYQ,1.758802,-8.592,4.856,-123.474,,-60.08333,2021-03-31,https://logo.clearbit.com/voeazul.com.br
774,774,774,Health Care,Medical Specialities,Aziyo Biologics Inc. Class A Common Stock,AZYO,2656,81111173.0,"Aziyo Biologics, Inc.",-0.20771,-0.48863,0.306,-0.29136,,buy,2.0,167.84799999999996,2.9730000000000003,1.581,NGM,,-11.308,2.349,,,,2021-03-31,https://logo.clearbit.com/aziyo.com
775,775,775,Consumer Non-Durables,Telecommunications Equipment,AZZ Inc.,AZZ,35325,1344588943.0,AZZ Inc.,0.16601999,0.06594,0.078,0.11457,0.05862000000000001,buy,2.3,36.603,0.495,1.663,NYQ,1.528778,10.894,1.809,24.824,3.031,17.348837,2021-05-31,https://logo.clearbit.com/azz.com
776,776,776,Capital Goods,Office Equipment/Supplies/Services,Barnes Group Inc. Common Stock,B,102319,2545456007.0,Barnes Group Inc.,0.18802,0.06516,0.364,0.11428001,0.03235,buy,2.2,47.215,1.802,1.261,NYQ,1.243141,13.404000000000002,2.52,26.68,42.194,18.967743,2021-06-30,https://logo.clearbit.com/barnesgroupinc.com
777,777,777,Capital Goods,Aerospace,Boeing Company (The) Common Stock,BA,6379177,137429175412.0,The Boeing Company,-0.029089998,-0.14303,0.44,-0.06526,-0.016130000000000002,buy,2.3,,36.41,0.375,NYQ,1.620763,-96.094,2.7960000000000003,-30.897,,41.79502,2021-06-30,https://logo.clearbit.com/boeing.com
778,778,778,Consumer Services,Catalog/Specialty Distribution,Alibaba Group Holding Limited American Depositary Shares each representing eight Ordinary share,BABA,15356428,512702969758.0,Alibaba Group Holding Limited,0.17914000000000002,0.20993,0.639,0.12502,0.037320003,buy,1.8,16.736,178.229,1.281,NYQ,0.805434,3.2430000000000003,0.581,345.611,,14.605373,2021-03-31,https://logo.clearbit.com/alibabagroup.com
779,779,779,Finance,Major Banks,Bank of America Corporation Common Stock,BAC,41327596,359152523740.0,Bank of America Corporation,0.0,0.3184,0.342,0.32126,0.00957,buy,2.4,,88.824,,NYQ,1.5513709999999998,,2.173,29.067,1.611,13.199357,2021-06-30,https://logo.clearbit.com/bankofamerica.com
780,780,780,No info,,Bank of America Corporation Depositary Shares each representing a 1/1000th interest in a share of 6.000% Non-Cumulative Preferred Stock Series GG,BAC^B,43426,,Bank of America Corporation Depositary Shares each representing a 1/1000th interest in a share of 6.000% Non-Cumulative Preferred Stock Series GG,,,,,,,,,,,,,,,,,,No info,
781,781,781,No info,,Bank of America Corporation Depositary Sh repstg 1/1000th Perp Pfd Ser E,BAC^E,16856,,Bank of America Corporation Depositary Sh repstg 1/1000th Perp Pfd Ser E,,,,,,,,,,,,,,,,,,No info,
782,782,782,No info,,Bank of America Corporation Depositary Shares each representing a 1/1000th interest in a share of 5.875% Non- Cumulative Preferred Stock Series HH,BAC^K,57160,,Bank of America Corporation Depositary Shares each representing a 1/1000th interest in a share of 5.875% Non- Cumulative Preferred Stock Series HH,,,,,,,,,,,,,,,,,,No info,
783,783,783,No info,,Bank of America Corporation Non Cumulative Perpetual Conv Pfd Ser L,BAC^L,3096,,Bank of America Corporation Non Cumulative Perpetual Conv Pfd Ser L,,,,,,,,,,,,,,,,,,No info,
784,784,784,No info,,Bank of America Corporation Depositary Shares each representing a 1/1000th interest in a share of 5.375% Non-Cumulative Preferred Stock Series KK,BAC^M,51980,,Bank of America Corporation Depositary Shares each representing a 1/1000th interest in a share of 5.375% Non-Cumulative Preferred Stock Series KK,,,,,,,,,,,,,,,,,,No info,
785,785,785,No info,,Bank of America Corporation Depositary shares each representing 1/1000th interest in a share of 5.000% Non-Cumulative Preferred Stock Series LL,BAC^N,56318,,Bank of America Corporation Depositary shares each representing 1/1000th interest in a share of 5.000% Non-Cumulative Preferred Stock Series LL,,,,,,,,,,,,,,,,,,No info,
786,786,786,No info,,Bank of America Corporation Depositary shares each representing 1/1000th interest in a share of 4.375% Non-Cumulative Preferred Stock Series NN,BAC^O,51553,,Bank of America Corporation Depositary shares each representing 1/1000th interest in a share of 4.375% Non-Cumulative Preferred Stock Series NN,,,,,,,,,,,,,,,,,,No info,
787,787,787,No info,,Bank of America Corporation Depositary Shares each representing a 1/1000th interest in a share of 4.125% Non-Cumulative Preferred Stock Series PP,BAC^P,60294,,Bank of America Corporation Depositary Shares each representing a 1/1000th interest in a share of 4.125% Non-Cumulative Preferred Stock Series PP,,,,,,,,,,,,,,,,,,No info,
788,788,788,Consumer Services,Professional Services,Booz Allen Hamilton Holding Corporation Common Stock,BAH,390073,10893257018.0,Booz Allen Hamilton Holding Corporation,0.10022,0.07245,0.017,0.088649996,0.08181000000000001,buy,2.3,312.471,4.6,1.6740000000000002,NYQ,0.713824,17.259,1.73,7.862,-0.28800000000000003,18.019608,2021-06-30,https://logo.clearbit.com/boozallen.com
789,789,789,Basic Industries,Major Chemicals,Braskem SA ADR,BAK,98014,8582094295.0,Braskem S.A.,0.23472,-0.00799,0.797,0.18778999,0.09405,buy,2.3,,37.8,0.762,NYQ,0.89986,3.38,0.7929999999999999,1.082,,15.141176000000002,2021-03-31,https://logo.clearbit.com/braskem.com.br
790,790,790,No info,,Innovator Defined Wealth Shield ETF,BALT,2591,1511555024.0,Innovator Defined Wealth Shield ETF,,,,,,,,,,,BTS,,,,,,,No info,
791,791,791,Consumer Services,Recreational Products/Toys,Bally's Corporation Common Stock,BALY,282705,2140820007.0,Bally's Corporation,0.184,-0.016040000000000002,0.762,0.092650004,0.01574,buy,1.8,263.61400000000003,3.572,1.59,NYQ,2.581799,39.609,7.2879999999999985,,,,2021-03-31,https://logo.clearbit.com/ballys.com
792,792,792,Miscellaneous,Other Consumer Services,Brookfield Asset Management Inc. Common Stock,BAM,2114159,92792522222.0,Brookfield Asset Management Inc.,0.25888002,0.022,0.043,0.16590999,0.019989999,buy,1.9,117.99,6.4620000000000015,0.916,NYQ,1.351084,18.958,4.908,20.979,,25.716894,2021-03-31,https://logo.clearbit.com/brookfield.com
793,793,793,Consumer Services,Building operators,Brookfield Finance Inc. 4.625% Subordinated Notes due October 16 2080,BAMH,24137,0.0,Brookfield Finance Inc. 4.625% Subordinated Notes due October 16 2080,,,,,,,,,,,NYQ,,,,,,,No info,
794,794,794,Consumer Services,Building operators,Brookfield Finance Inc. 4.50% Perpetual Subordinated Notes,BAMI,19384,0.0,Brookfield Finance Inc. 4.50% Perpetual Subordinated Notes,,,,,,,,,,,NYQ,,,,,,,No info,
795,795,795,No info,,Brookfield Asset Management Reinsurance Partners Ltd. Class A Exchangeable Limited Voting Shares,BAMR,103234,1709738296.0,Brookfield Asset Management Reinsurance Partners Ltd. Class A Exchangeable Limited Voting Shares,,,,,,,,,,,NYQ,,,,,,,No info,
796,796,796,Finance,Major Banks,Banc of California Inc. Common Stock,BANC,99823,916800961.0,"Banc of California, Inc.",0.0,0.14136,0.649,0.31982002,0.0043,buy,2.0,,7.496,,NYQ,1.870932,,6.497000000000001,14.019,,12.081633,2021-03-31,https://logo.clearbit.com/bancofcal.com
797,797,797,No info,,Banc of California Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 7.000% Non-Cumulative Perpetual Preferred Stock Series E,BANC^E,608,,Banc of California Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 7.000% Non-Cumulative Perpetual Preferred Stock Series E,,,,,,,,,,,,,,,,,,No info,
798,798,798,Technology,Computer Software: Prepackaged Software,Bandwidth Inc. Class A Common Stock,BAND,217442,2780986546.0,Bandwidth Inc.,0.06971000000000001,-0.07992,0.5710000000000001,0.00797,0.00245,buy,1.9,110.674,12.33,4.0360000000000005,NMS,0.454582,94.901,6.6160000000000005,17.647000000000006,,162.24998,2021-06-30,https://logo.clearbit.com/bandwidth.com
799,799,799,Finance,Major Banks,BancFirst Corporation Common Stock,BANF,43488,1903468825.0,BancFirst Corporation,0.0,0.32678002,0.455,0.42521998,0.014249999,hold,3.0,,111.071,,NMS,1.436256,,-3.758,33.404,1.325,14.818666,2021-06-30,https://logo.clearbit.com/bancfirst.bank
800,800,800,Finance,Major Banks,BancFirst Corporation - BFC Capital Trust II Cumulative Trust Preferred Securities,BANFP,450,0.0,BFC Capital Trust II PFD TR 7.20%,,,,,,,,,,,NMS,,,,,,,No info,
801,801,801,Finance,Major Banks,Banner Corporation Common Stock,BANR,66438,1941115517.0,Banner Corporation,0.0,0.26611,0.315,0.36596,0.0101,buy,2.2,,49.03,,NMS,1.116847,,1.608,46.604,1.775,13.819071,2021-03-31,https://logo.clearbit.com/bannerbank.com
802,802,802,Finance,Trusts Except Educational Religious and Charitable,StoneCastle Financial Corp Common Stock,BANX,16715,155939290.0,StoneCastle Financial Corp.,0.0,1.6086098999999998,0.119,0.6997,0.0471,buy,2.0,27.451,0.208,2.543,NMS,0.722826,,10.276,21.617,,11.848648,2021-03-31,https://logo.clearbit.com/stonecastle-financial.com
803,803,803,Miscellaneous,Business Services,Baosheng Media Group Holdings Limited Ordinary shares,BAOS,966094,62618078.0,Baosheng Media Group Holdings Limited,0.51147,0.58304,-0.693,0.47377,0.0396,none,,4.522,0.322,1.449,NCM,,9.744,4.984,,-0.825,,2020-12-31,https://logo.clearbit.com/bsacme.com
804,804,804,Finance,Major Banks,Credicorp Ltd. Common Stock,BAP,2351848,8002421130.0,Credicorp Ltd.,0.0,0.10017,0.26,0.14357,0.00361,hold,2.7,,604.755,,NYQ,0.840217,,1.4680000000000002,307.5420000000001,2.158,7.824233500000001,2021-03-31,https://logo.clearbit.com/grupocredicorp.com
805,805,805,No info,,The Original BARK Company Common Stock,BARK,2950470,1498003634.0,The Original BARK Company,-0.0499,-0.08291,0.79,-0.05441,-0.119449995,strong_buy,1.0,,0.23,0.386,NYQ,,-94.727,4.727,,,,2021-03-31,https://logo.clearbit.com/bark.co
806,806,806,No info,,Couchbase Inc. Common Stock,BASE,326912,1433681051.0,"Couchbase, Inc.",-0.33740002,-0.39957002,0.213,-0.35025,,none,,1278.329,3.305,1.112,NMS,,-27.525,9.287,,,,2021-04-30,https://logo.clearbit.com/couchbase.com
807,807,807,Energy,Oil & Gas Production,Battalion Oil Corporation Common Stock,BATL,29806,197656650.0,Battalion Oil Corporation,-0.35154,-1.40491,2.48,-0.60605997,-0.16472,none,,698.947,0.09,0.277,ASE,,-4.921,1.73,1.454,,,2021-06-30,https://logo.clearbit.com/battalionoil.com
808,808,808,Consumer Services,Movies/Entertainment,Liberty Media Corporation Series A Liberty Braves Common Stock,BATRA,43003,1376730059.0,The Liberty Braves Group,-0.31976998,-1.10465,-0.273,-0.72093004,-0.04716,buy,2.0,287.1790000000001,3.463,0.941,NMS,0.948369,-34.443000000000005,11.014,4.477,,-63.493748,2021-03-31,https://logo.clearbit.com/libertymedia.com
809,809,809,Consumer Services,Movies/Entertainment,Liberty Media Corporation Series C Liberty Braves Common Stock,BATRK,40099,1360004409.0,The Liberty Braves Group,-0.31976998,-1.10465,-0.273,-0.72093004,-0.04716,buy,2.5,287.1790000000001,3.463,0.941,NMS,0.948369,-34.072,10.895,4.477,,-105.16667,2021-03-31,https://logo.clearbit.com/libertymedia.com
810,810,810,Health Care,Medical/Dental Instruments,Baxter International Inc. Common Stock,BAX,2968584,37273308613.0,Baxter International Inc.,0.22695999,0.09038,0.051,0.15579,0.059710003,buy,2.2,77.267,6.3279999999999985,1.6230000000000002,NYQ,0.67791,16.354,3.712,16.814,-0.102,20.748756,2021-03-31,https://logo.clearbit.com/baxter.com
811,811,811,Consumer Services,Other Consumer Services,BlackBerry Limited Common Stock,BB,5771512,5596152398.0,BlackBerry Limited,0.11422,-1.2362799999999998,-0.255,-0.1075,-0.01789,underperform,3.7,56.05,1.307,2.228,NYQ,1.006591,75.372,8.609,2.66,,180.5,2021-02-28,https://logo.clearbit.com/blackberry.com
812,812,812,Finance,Commercial Banks,Banco BBVA Argentina S.A. ADS,BBAR,69677,659684518.0,Banco BBVA Argentina S.A.,0.0,0.14282,0.505,0.14331001,0.01997,hold,3.2,,859.562,,NYQ,2.213969,,-1.621,,1.4469999999999998,2.7866666,2021-06-30,https://logo.clearbit.com/bbva.com.ar
813,813,813,Consumer Services,Other Specialty Stores,Bed Bath & Beyond Inc. Common Stock,BBBY,1185258,2910702117.0,Bed Bath & Beyond Inc.,0.07895,0.010190001,0.494,0.04599,0.04131,hold,3.0,276.393,10.85,0.5489999999999999,NMS,1.864981,6.2879999999999985,0.496,11.749,,12.038096,2021-05-29,https://logo.clearbit.com/bedbathandbeyond.com
814,814,814,Consumer Services,Military/Government/Technical,Concrete Pumping Holdings Inc. Common Stock,BBCP,60848,494407083.0,"Concrete Pumping Holdings, Inc.",0.29744,-0.08413000400000001,0.038,0.102,0.02457,strong_buy,1.4,133.142,0.242,1.367,NCM,1.21299,9.539,2.837,4.4689999999999985,,23.355263,2021-04-30,https://logo.clearbit.com/concretepumpingholdings.com
815,815,815,Finance,Commercial Banks,Banco Bradesco Sa American Depositary Shares,BBD,19537779,47788714255.0,Banco Bradesco S.A.,0.0,0.23076001,0.613,0.40187,0.01355,buy,1.8,,41.846,,NYQ,1.183023,,1.429,14.841,0.7040000000000001,7.491227999999999,2021-06-30,https://logo.clearbit.com/banco.bradesco
816,816,816,Finance,Investment Managers,Barings BDC Inc. Common Stock,BBDC,132493,720436418.0,"Barings BDC, Inc.",0.0,1.72629,0.638,0.7138899999999999,0.02621,strong_buy,1.3,135.369,0.5670000000000001,7.52,NYQ,0.68913,,19.772,10.99,,12.393258,2021-03-31,https://logo.clearbit.com/baringsbdc.com
817,817,817,Finance,Commercial Banks,Banco Bradesco Sa American Depositary Shares (each representing one Common Share),BBDO,40656,41694851363.0,Banco Bradesco S.A.,0.0,0.23076001,0.613,0.40187,0.01355,none,,,41.846,,NYQ,1.183023,,1.362,14.841,0.7040000000000001,,2021-06-30,https://logo.clearbit.com/banco.bradesco
818,818,818,Consumer Services,Broadcasting,Beasley Broadcast Group Inc. Class A Common Stock,BBGI,92840,81063657.0,"Beasley Broadcast Group, Inc.",0.13625,-0.0069199996,0.961,0.08562,0.01605,strong_buy,1.0,135.658,1.953,2.053,NGM,1.631522,11.761,1.602,8.645,,8.655172,2021-06-30,https://logo.clearbit.com/bbgi.com
819,819,819,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),Brickell Biotech Inc. Common Stock,BBI,859634,55475684.0,"Brickell Biotech, Inc.",0.0,0.0,-0.7509999999999999,-95.93768,-0.71525,strong_buy,1.5,0.385,0.284,3.652,NCM,,-1.108,106.287,2.333,,,2021-06-30,https://logo.clearbit.com/brickellbio.com
