,Papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,EV/EBITDA,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Brut/ Patrim.,Cresc. Rec.5a,Setor,Subsetor,Nome,Ticker,Data_ultimo_balanco
343,ENER5,6.0,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,-0.0,2.29,2.01,"21,41%","14,24%",1.13,"19,01%","52,37%",0.0,925435000.0,2.08,"11,72%",Energia Elétrica,Energia Elétrica,ENERSUL,ENER5.SA,30/06/2021
344,ENER3,10.5,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,-0.0,2.29,2.01,"21,41%","14,24%",1.13,"19,01%","52,37%",0.0,925435000.0,2.08,"11,72%",Energia Elétrica,Energia Elétrica,ENERSUL,ENER3.SA,30/06/2021
345,ENER6,12.0,0.0,0.0,0.0,"0,00%",0.0,0.0,0.0,-0.0,2.29,2.01,"21,41%","14,24%",1.13,"19,01%","52,37%",0.0,925435000.0,2.08,"11,72%",Energia Elétrica,Energia Elétrica,ENERSUL,ENER6.SA,30/06/2021
346,TEFC11,35.5,0.0,0.0,0.0,"0,00%",0.0,-0.0,0.0,-0.0,3.45,3.45,"23,54%","14,18%",0.61,"14,85%","46,72%",0.0,45856000000.0,2.95,"12,91%",Not found,Not found,TELEFÓNICA,TEFC11.SA,30/06/2011
347,CESP4,16.29,0.0,0.0,0.003,"0,00%",0.0,0.02,0.01,-0.0,2.62,1.49,"25,34%","79,62%",1.35,"3,87%","23,09%",0.0,7081490000.0,0.27,"8,99%",Energia Elétrica,Energia Elétrica,CESP CIA ENERGETICA SAO PAULO,CESP4.SA,30/06/2021
348,CAFE4,0.5,0.0,-0.0,0.071,"0,00%",0.004,-0.0,-0.13,-0.0,-45.27,-53.49,"-53,07%","2.163,80%",0.02,"-2,81%","-64,17%",0.0,-377387000.0,-0.98,"-11,30%",Not found,Not found,CAFE SOLUVEL BRASILIA S/A,CAFE4.SA,31/12/2011
349,SCAR4,10.0,0.01,0.0,0.002,"0,00%",0.0,0.0,0.0,-0.0,4.75,3.89,"62,44%","27,38%",3.15,"8,14%","6,00%",0.0,1564770000.0,0.86,"-12,34%",Exploração de Imóveis,Exploração de Imóveis,SÃO CARLOS EMPREEND.E PARTICIPAÇÕES S.A.,SCAR4.SA,30/06/2021
350,MLPA12,40.0,0.01,0.0,0.001,"0,00%",0.002,0.0,0.01,0.0,-2.06,-2.06,"6,66%","8,92%",0.0,"0,00%","45,13%",0.0,44578000.0,0.0,"-7,51%",Madeira e Papel,Papel e Celulose,MELHORAMENTOS PAPEIS,MLPA12.SA,30/09/2009
351,MLPA4,45.0,0.01,0.0,0.001,"0,00%",0.003,0.0,0.01,0.0,-2.06,-2.06,"6,66%","8,92%",0.0,"0,00%","45,13%",0.0,44578000.0,0.0,"-7,51%",Madeira e Papel,Papel e Celulose,MELHORAMENTOS PAPEIS,MLPA4.SA,30/09/2009
352,CAFE3,2.0,0.02,-0.01,0.283,"0,00%",0.015,-0.01,-0.53,-0.01,-45.67,-53.96,"-53,07%","2.163,80%",0.02,"-2,81%","-64,17%",0.0,-377387000.0,-0.98,"-11,30%",Not found,Not found,CAFE SOLUVEL BRASILIA S/A,CAFE3.SA,31/12/2011
353,MNDL4,0.38,0.03,-0.01,0.001,"0,00%",0.001,-0.0,0.01,-0.0,3.22,2.75,"12,29%","5,40%",0.38,"7,06%","-26,57%",0.0,-128969000.0,-1.97,"8,46%","Tecidos, Vestuário e Calçados",Acessórios,MUNDIAL S/A,MNDL4.SA,30/06/2021
354,BSCT3,4.05,0.04,0.0,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","9,05%",0.0,212960000.0,0.0,"1,92%",Intermediários Financeiros,Bancos,BESC S.A.,BSCT3.SA,30/06/2008
355,CORR3,12.0,0.05,0.73,0.014,"0,00%",0.013,0.02,0.03,-0.07,-1.39,-1.39,"55,57%","27,09%",27.03,"170,55%","1.403,96%",0.0,379000.0,0.0,"27,79%",Exploração de Imóveis,Exploração de Imóveis,CORREA RIBEIRO SA COM. IND.,CORR3.SA,30/06/2021
356,SULT4,0.43,0.06,0.02,0.063,"0,00%",0.003,-0.02,-0.38,-0.0,-0.43,-0.53,"-16,56%","110,00%",0.19,"-0,89%","36,81%",0.0,255549000.0,0.01,"-9,30%",Not found,Not found,CONSTRUTORA SULTEPA S/A,SULT4.SA,30/06/2021
357,BPHA3,0.62,0.06,-0.24,-20.054,"0,00%",0.995,-0.38,0.78,-0.2,1.6,1.43,"-2.581,69%","-33.652,50%",0.06,"401,01%","-402,50%",0.0,-292294000.0,-0.26,"-53,39%",Comércio e Distribuição,Medicamentos e Outros Produtos,BRAZIL PHARMA S.A.,BPHA3.SA,31/03/2019
358,SULT3,0.56,0.08,0.03,0.082,"0,00%",0.004,-0.02,-0.5,-0.01,-0.55,-0.67,"-16,56%","110,00%",0.19,"-0,89%","36,81%",0.0,255549000.0,0.01,"-9,30%",Not found,Not found,CONSTRUTORA SULTEPA S/A,SULT3.SA,30/06/2021
359,BRSR4,181.1,0.08,0.01,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","10,34%",0.0,8652150000.0,0.0,"10,19%",Intermediários Financeiros,Bancos,BANRISUL S/A,BRSR4.SA,30/06/2021
360,PALF11,125.0,0.1,0.08,0.008,"0,00%",0.007,0.25,0.06,-0.01,3.19,2.7,"13,11%","8,17%",1.12,"11,98%","76,51%",0.0,1389450000.0,4.4,"11,18%",Energia Elétrica,Energia Elétrica,CPFL PRC,PALF11.SA,30/06/2021
361,CREM4,48.0,0.11,0.01,0.002,"0,00%",0.002,0.02,0.03,-0.02,3.55,2.09,"8,05%","2,10%",1.29,"11,36%","7,50%",0.0,189701000.0,1.58,"-0,27%",Medicamentos e Outros Produtos,Medicamentos e Outros Produtos,CREMER S.A.,CREM4.SA,30/09/2018
362,TPRC6,105.0,0.13,0.01,0.015,"0,00%",0.006,0.12,0.08,-0.03,0.0,0.0,"19,44%","11,11%",1.34,"9,67%","8,33%",0.0,22847800000.0,0.14,"2,29%",Telecomunicações,Telecomunicações,TIM PARTICIPAÇÕES S.A.,TPRC6.SA,30/06/2020
363,TPRC3,113.5,0.14,0.01,0.016,"0,00%",0.007,0.13,0.08,-0.03,0.01,0.0,"19,44%","11,11%",1.34,"9,67%","8,33%",0.0,22847800000.0,0.14,"2,29%",Telecomunicações,Telecomunicações,TIM PARTICIPAÇÕES S.A.,TPRC3.SA,30/06/2020
364,PALF5,236.6,0.2,0.15,0.016,"0,00%",0.012,0.48,0.12,-0.02,3.24,2.75,"13,11%","8,17%",1.12,"11,98%","76,51%",0.0,1389450000.0,4.4,"11,18%",Energia Elétrica,Energia Elétrica,CPFL,PALF5.SA,30/06/2021
365,PALF3,279.9,0.23,0.18,0.019,"0,00%",0.015,0.57,0.14,-0.02,3.27,2.77,"13,11%","8,17%",1.12,"11,98%","76,51%",0.0,1389450000.0,4.4,"11,18%",Energia Elétrica,Energia Elétrica,CPFL,PALF3.SA,30/06/2021
366,MMAQ4,200.06,0.27,0.05,0.013,"0,00%",0.028,0.07,0.88,0.07,-3.73,-2.81,"1,45%","4,80%",2.02,"5,93%","17,96%",0.0,187398000.0,0.03,"33,27%",Comércio,Material de Transporte,MINASMÁQUINAS S/A,MMAQ4.SA,30/06/2021
367,MWET4,21.91,0.27,-0.9,0.228,"0,00%",0.202,-2.34,-59.88,-0.25,-124.84,26.7,"-0,38%","83,25%",0.83,"-0,38%","-328,58%",394623.0,-50153000.0,-1.0,"12,66%",Material de Transporte,Material Rodoviário,WETZEL S.A.,MWET4.SA,30/06/2021
368,ASSM4,6.1,0.29,-0.15,-8.357,"0,00%",0.133,-0.2,0.4,-0.08,1.88,1.88,"-2.084,39%","-2.915,61%",0.21,"35,38%","-50,73%",0.0,-9943000.0,-0.56,"-8,79%",Not found,Not found,HOTEIS ELDORADO,ASSM4.SA,31/03/2007
369,LREN4,105.0,0.3,0.01,0.011,"0,00%",0.005,0.01,0.08,0.04,-1.86,-1.07,"12,81%","3,51%",2.74,"9,54%","3,35%",0.0,9341830000.0,0.36,"5,91%",Comércio,"Tecidos, Vestuário e Calçados",RENNER,LREN4.SA,30/06/2021
370,GAZO4,2.32,0.31,-0.03,-1.411,"0,00%",0.205,-0.46,0.86,-0.03,1.03,1.03,"-164,00%","-454,48%",0.35,"25,06%","-10,61%",0.0,-102667000.0,-0.01,"-28,21%",Not found,Not found,GAZOLA SA INDÚSTRIA METALURGICA,GAZO4.SA,30/09/2011
371,ASSM3,7.12,0.33,-0.17,-9.754,"0,00%",0.155,-0.23,0.47,-0.09,1.95,1.95,"-2.084,39%","-2.915,61%",0.21,"35,38%","-50,73%",0.0,-9943000.0,-0.56,"-8,79%",Not found,Not found,HOTEIS ELDORADO,ASSM3.SA,31/03/2007
372,BELG4,1370.0,0.36,0.07,0.062,"0,00%",0.044,0.29,0.23,2.59,0.4,0.4,"27,70%","19,46%",1.97,"22,04%","18,59%",0.0,13495400000.0,0.17,"48,47%",Not found,Not found,BELGO,BELG4.SA,31/03/2007
373,CORR4,82.0,0.36,5.01,0.097,"0,00%",0.087,0.11,0.17,-0.5,-1.24,-1.24,"55,57%","27,09%",27.03,"170,55%","1.403,96%",0.0,379000.0,0.0,"27,79%",Exploração de Imóveis,Exploração de Imóveis,CORREA RIBEIRO SA COM. IND.,CORR4.SA,30/06/2021
374,BELG3,1375.5,0.36,0.07,0.063,"0,00%",0.044,0.29,0.23,2.6,0.41,0.41,"27,70%","19,46%",1.97,"22,04%","18,59%",0.0,13495400000.0,0.17,"48,47%",Not found,Not found,BELGO,BELG3.SA,31/03/2007
375,AGEN33,0.16,0.39,-0.03,0.0,"0,00%",0.066,-0.17,0.11,-0.02,3.73,3.61,"0,00%","0,00%",0.09,"87,67%","-8,85%",0.0,-1112630000.0,-1.11,"-87,03%",Comércio e Distribuição,Alimentos,Agrenco,AGEN33.SA,31/12/2012
376,MGEL4,16.9,0.44,-0.37,0.134,"0,00%",0.164,0.39,1.09,-0.22,8.14,6.72,"12,22%","30,24%",2.42,"19,11%","-83,27%",222794.0,-265491000.0,-2.67,"12,99%",Siderurgia e Metalurgia,Artefatos de Ferro e Aço,MANGELS,MGEL4.SA,30/06/2021
377,TRPN3,0.71,0.44,0.54,0.263,"104,74%",0.399,0.59,0.36,0.59,-0.35,-0.35,"72,28%","59,29%",3.61,"523,01%","122,35%",0.0,59358000.0,0.0,"5,77%",Holdings Diversificadas,Holdings Diversificadas,TARPON INV,TRPN3.SA,31/03/2019
378,GAZO3,3.4,0.45,-0.05,-2.068,"0,00%",0.301,-0.67,1.26,-0.04,1.43,1.43,"-164,00%","-454,48%",0.35,"25,06%","-10,61%",0.0,-102667000.0,-0.01,"-28,21%",Not found,Not found,GAZOLA SA INDÚSTRIA METALURGICA,GAZO3.SA,30/09/2011
379,FCAP3,0.62,0.52,0.11,0.0,"0,00%",0.089,0.0,-6.18,0.0,-15.27,-15.27,"0,00%","0,00%",0.0,"0,00%","21,83%",0.0,107134000.0,0.0,"0,00%",Not found,Not found,FICAP,FCAP3.SA,30/09/2007
380,MWET3,44.69,0.56,-1.83,0.465,"0,00%",0.411,-4.77,-122.14,-0.5,-187.1,40.01,"-0,38%","83,25%",0.83,"-0,38%","-328,58%",16049.8,-50153000.0,-1.0,"12,66%",Material de Transporte,Material Rodoviário,WETZEL S.A.,MWET3.SA,30/06/2021
381,FCAP4,0.7,0.58,0.13,0.0,"0,00%",0.1,0.0,-6.98,0.0,-16.07,-16.07,"0,00%","0,00%",0.0,"0,00%","21,83%",0.0,107134000.0,0.0,"0,00%",Not found,Not found,FICAP,FCAP4.SA,30/09/2007
382,MGEL3,25.0,0.65,-0.54,0.198,"0,00%",0.243,0.58,1.62,-0.33,8.67,7.15,"12,22%","30,24%",2.42,"19,11%","-83,27%",0.0,-265491000.0,-2.67,"12,99%",Siderurgia e Metalurgia,Artefatos de Ferro e Aço,MANGELS,MGEL3.SA,30/06/2021
383,DMMO3,0.85,0.67,-0.42,1.297,"0,00%",1.22,-2.14,49.71,-0.34,44.35,6.64,"2,61%","194,38%",0.37,"4,32%","-62,74%",5430050.0,-629385000.0,-0.0,"-13,19%","Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição",DOMMO,DMMO3.SA,30/06/2021
384,SUZA4,13.9,0.74,0.6,0.07,"0,00%",0.023,0.17,0.21,-0.04,5.19,3.25,"33,65%","35,12%",2.96,"12,83%","81,56%",0.0,3999110000.0,17.12,"41,16%",Holdings Diversificadas,Holdings Diversificadas,SUZANO HOLDING S.A.,SUZA4.SA,30/06/2021
385,TARP11,18.02,0.82,0.25,26.009,"0,00%",0.245,0.0,197.74,0.0,195.29,195.29,"13,15%","3.170,05%",0.0,"0,00%","29,89%",0.0,678212000.0,0.0,"-71,36%",Holdings Diversificadas,Holdings Diversificadas,TARPON,TARP11.SA,30/06/2010
386,RSID3,10.23,0.91,-0.38,1.528,"0,00%",0.118,-0.16,-5.31,-0.12,-21.76,-24.61,"-28,78%","152,33%",0.31,"-2,32%","-41,70%",2143790.0,-459925000.0,-1.25,"-36,79%",Construção Civil,Incorporações,ROSSI RESIDENCIAL,RSID3.SA,30/06/2021
387,APTI4,3500.0,0.95,0.26,2.77,"0,00%",0.14,0.85,-3.16,-0.86,-3.23,-3.62,"-87,72%","294,42%",2.29,"-4,87%","27,09%",0.0,259040000.0,0.17,"-7,65%",Agropecuária,Agricultura,ALIPERTI,APTI4.SA,30/06/2021
388,EPAR4,3.3,1.23,0.9,0.072,"0,00%",0.237,1.47,1.32,-1.7,1.38,1.05,"5,44%","5,83%",1.37,"24,99%","73,21%",0.0,54310000.0,0.72,"43,17%",Comércio,Material de Transporte,EMBPAR S/A,EPAR4.SA,30/06/2021
389,TSPP4,9.05,1.24,0.37,0.188,"0,00%",0.162,-4.02,0.85,-0.65,1.3,1.3,"22,01%","15,20%",0.89,"23,92%","29,88%",0.0,9816290000.0,0.35,"13,06%",Not found,Not found,VIVO PARTICIPAÇÕES,TSPP4.SA,30/06/2011
390,CEBR6,172.0,1.5,1.32,-2.769,"23,60%",1.144,1.57,14.1,1.59,6.1,5.75,"-19,64%","-188,88%",25.71,"23,38%","88,42%",71487.0,1872530000.0,0.0,"7,03%",Energia Elétrica,Energia Elétrica,CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA,CEBR6.SA,30/06/2021
391,EBEN4,17.51,1.5,0.58,0.131,"0,00%",0.116,1.36,0.95,-0.26,3.06,2.56,"13,74%","8,70%",1.33,"14,29%","38,69%",0.0,1177890000.0,1.55,"9,64%",Energia Elétrica,Energia Elétrica,BANDEIRANTE,EBEN4.SA,30/06/2021
392,CEBR5,174.0,1.51,1.34,-2.801,"21,21%",1.157,1.59,14.26,1.6,6.26,5.91,"-19,64%","-188,88%",25.71,"23,38%","88,42%",92906.5,1872530000.0,0.0,"7,03%",Energia Elétrica,Energia Elétrica,CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA,CEBR5.SA,30/06/2021
393,CEBR3,175.0,1.52,1.35,-2.817,"21,09%",1.164,1.6,14.34,1.61,6.34,5.99,"-19,64%","-188,88%",25.71,"23,38%","88,42%",191331.0,1872530000.0,0.0,"7,03%",Energia Elétrica,Energia Elétrica,CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA,CEBR3.SA,30/06/2021
394,MTBR3,0.99,1.53,0.74,0.135,"0,00%",0.188,2.01,1.27,5.86,0.11,0.09,"10,68%","8,84%",1.14,"55,87%","48,54%",0.0,1998990000.0,0.38,"3,83%",Utilidades Domésticas,Eletrodomésticos,WHIRLPOOL S.A.,MTBR3.SA,30/06/2021
395,CYRE4,8.5,1.6,0.57,0.771,"0,00%",0.275,0.72,4.48,5.66,6.16,6.03,"17,23%","49,64%",3.43,"7,51%","35,62%",0.0,5962210000.0,0.56,"12,46%",Construção Civil,Incorporações,CYRELA BRAZIL REALTY,CYRE4.SA,30/06/2021
396,MTBR4,1.05,1.63,0.79,0.144,"0,00%",0.199,2.14,1.35,6.21,0.18,0.16,"10,68%","8,84%",1.14,"55,87%","48,54%",0.0,1998990000.0,0.38,"3,83%",Utilidades Domésticas,Eletrodomésticos,WHIRLPOOL S.A.,MTBR4.SA,30/06/2021
397,BNBR4,27.01,1.67,0.34,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","20,13%",0.0,6939950000.0,0.0,"18,60%",Intermediários Financeiros,Bancos,BANCO DO NORDESTE,BNBR4.SA,30/06/2021
398,CTKA3,26.09,1.68,-0.98,0.343,"0,00%",0.289,0.92,3.26,-0.47,13.16,10.61,"10,53%","20,41%",1.87,"11,04%","-58,08%",3309.64,-165845000.0,-3.28,"9,84%","Tecidos, Vestuário e Calçados",Fios e Tecidos,KARSTEN,CTKA3.SA,30/06/2021
399,CPFG4,12.26,1.69,0.44,0.612,"0,00%",0.147,-1.08,1.07,-0.42,1.98,1.5,"57,25%","55,85%",0.48,"14,89%","26,19%",0.0,5037010000.0,0.57,"4,77%",Energia Elétrica,Energia Elétrica,CPFL GERAÇÂO DE ENERGIA S/A,CPFG4.SA,30/06/2021
400,TSPP3,12.6,1.72,0.51,0.262,"0,00%",0.225,-5.59,1.19,-0.91,1.63,1.63,"22,01%","15,20%",0.89,"23,92%","29,88%",0.0,9816290000.0,0.35,"13,06%",Not found,Not found,VIVO PARTICIPAÇÕES,TSPP3.SA,30/06/2011
401,PEAB4,69.0,1.72,1.53,37.114,"48,38%",1.337,3.02,-34.23,3.9,-24.41,-29.53,"-108,41%","2.155,46%",18.27,"-6,68%","88,86%",5283.27,579489000.0,0.03,"-40,33%",Holdings Diversificadas,Holdings Diversificadas,CIA. DE PARTICIPAÇÕES ALIANÇA DA BAHIA,PEAB4.SA,30/06/2021
402,CPFG3,12.65,1.74,0.46,0.631,"0,00%",0.152,-1.12,1.1,-0.43,2.01,1.52,"57,25%","55,85%",0.48,"14,89%","26,19%",0.0,5037010000.0,0.57,"4,77%",Energia Elétrica,Energia Elétrica,CPFL GERAÇÂO DE ENERGIA S/A,CPFG3.SA,30/06/2021
403,PEAB3,71.26,1.78,1.58,38.33,"42,58%",1.381,3.12,-35.36,4.03,-25.54,-30.89,"-108,41%","2.155,46%",18.27,"-6,68%","88,86%",5450.66,579489000.0,0.03,"-40,33%",Holdings Diversificadas,Holdings Diversificadas,CIA. DE PARTICIPAÇÕES ALIANÇA DA BAHIA,PEAB3.SA,30/06/2021
404,CTKA4,28.5,1.84,-1.07,0.375,"0,00%",0.316,1.0,3.56,-0.51,13.46,10.86,"10,53%","20,41%",1.87,"11,04%","-58,08%",32198.0,-165845000.0,-3.28,"9,84%","Tecidos, Vestuário e Calçados",Fios e Tecidos,KARSTEN,CTKA4.SA,30/06/2021
405,BOBR3,1.0,1.86,-2.27,0.232,"0,00%",0.307,-1.1,5.05,-0.4,10.78,7.47,"4,60%","12,46%",0.57,"7,97%","-121,55%",0.0,-114922000.0,-2.73,"1,12%",Produtos de Uso Pessoal e de Limpeza,Produtos de Limpeza,BOMBRIL SA,BOBR3.SA,30/06/2021
406,PLIM4,0.59,1.89,0.03,0.02,"0,00%",0.016,-0.51,0.17,-0.05,1.5,0.65,"11,93%","1,55%",0.8,"10,95%","1,72%",0.0,6812390000.0,0.28,"66,63%",Not found,Not found,NET SERVIÇOS DE COMUNICAÇÃO S.A.,PLIM4.SA,30/09/2014
407,VALE5,33.36,1.94,0.85,0.6,"0,00%",0.364,3.18,0.99,-1.22,0.99,0.91,"60,67%","30,41%",1.77,"44,97%","43,71%",0.0,208437000000.0,0.33,"27,55%",Mineração,Minerais Metálicos,VALE,VALE5.SA,30/06/2021
408,SUZB6,17.88,2.02,1.68,0.711,"0,00%",0.236,1.69,2.11,-0.36,7.1,4.45,"33,66%","35,18%",2.95,"12,84%","83,05%",0.0,14488400000.0,4.73,"41,16%",Madeira e Papel,Papel e Celulose,Suzano Papel,SUZB6.SA,30/06/2021
409,LUPA3,5.35,2.05,1.29,2.1,"0,00%",0.314,1.36,-8.45,-0.87,-14.58,-21.14,"-24,86%","102,37%",2.4,"-3,96%","62,83%",14305900.0,118227000.0,1.09,"-11,02%","Petróleo, Gás e Biocombustíveis",Equipamentos e Serviços,LUPATECH,LUPA3.SA,30/06/2021
410,ETER4,9.85,2.18,1.37,0.616,"0,00%",0.681,1.36,2.33,3.57,1.75,1.63,"26,38%","28,25%",3.57,"39,90%","62,99%",0.0,442976000.0,0.1,"4,78%",Construção e Engenharia,Produtos para Construção,ETERNIT,ETER4.SA,30/06/2021
411,SUZB5,21.13,2.39,1.99,0.841,"0,00%",0.278,1.99,2.5,-0.43,7.48,4.69,"33,66%","35,18%",2.95,"12,84%","83,05%",0.0,14488400000.0,4.73,"41,16%",Madeira e Papel,Papel e Celulose,Suzano Papel,SUZB5.SA,30/06/2021
412,CLSC5,39.01,2.45,0.66,0.155,"0,00%",0.127,0.98,1.97,-0.28,3.05,2.3,"7,85%","6,31%",1.57,"7,83%","26,85%",0.0,2283950000.0,0.84,"9,35%",Energia Elétrica,Energia Elétrica,CELESC,CLSC5.SA,30/06/2021
413,CTPC4,6.5,2.48,0.03,0.0,"0,00%",0.003,0.0,-0.55,0.0,-2.44,-2.44,"0,00%","0,00%",0.0,"0,00%","1,41%",0.0,2411000.0,0.0,"-6,10%",Alimentos Processados,Alimentos Diversos,CTM CITRUS SA,CTPC4.SA,30/06/2011
414,ELPL4,15.98,2.56,1.02,0.184,"0,00%",0.108,-28.07,1.28,-0.17,3.27,2.55,"14,41%","7,18%",0.99,"9,45%","39,98%",0.0,3079200000.0,1.92,"8,20%",Energia Elétrica,Energia Elétrica,AES ELETROPAULO,ELPL4.SA,30/06/2021
415,EUCA4,10.0,2.6,0.54,0.432,"4,09%",0.308,3.3,2.52,-4.07,3.51,2.47,"17,16%","14,50%",1.36,"13,53%","20,84%",1372600.0,1707490000.0,0.27,"15,50%",Madeira e Papel,Madeira,EUCATEX,EUCA4.SA,30/06/2021
416,BAZA3,41.0,2.65,0.45,0.0,"6,33%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","16,87%",46766.3,2723040000.0,0.0,"-4,61%",Intermediários Financeiros,Bancos,BANCO DA AMAZONIA S.A.,BAZA3.SA,30/06/2021
417,GPIV33,5.54,2.85,0.38,1.032,"0,00%",0.168,0.6,1.21,1.31,-0.72,-0.72,"85,17%","74,59%",7.82,"19,80%","13,44%",1472290.0,1586620000.0,0.06,"40,83%",Serviços Financeiros Diversos,Gestão de Recursos e Investimentos,"GP INVESTMENTS, LTD",GPIV33.SA,30/06/2021
418,ESCE3,172.0,2.93,0.81,0.233,"0,00%",0.189,4.7,1.67,-0.38,4.28,3.45,"13,90%","7,94%",1.18,"12,60%","27,60%",0.0,1248840000.0,1.32,"9,98%",Energia Elétrica,Energia Elétrica,ESCELSA,ESCE3.SA,30/06/2021
419,PTBL4,2.59,2.94,0.99,0.236,"0,00%",0.203,4.27,1.55,-0.56,3.37,2.68,"15,19%","8,02%",1.12,"16,39%","33,74%",0.0,403103000.0,1.6,"11,61%",Construção e Engenharia,Produtos para Construção,PORTOBELLO S/A,PTBL4.SA,30/06/2021
420,HAGA4,2.5,3.04,-0.44,0.682,"0,00%",0.476,1.25,6.45,-0.38,5.97,4.39,"10,58%","22,42%",1.85,"18,30%","-14,48%",754299.0,-67577600.0,-0.49,"10,97%",Construção e Engenharia,Produtos para Construção,HAGA,HAGA4.SA,30/06/2021
421,MARI3,2.93,3.04,0.76,0.346,"0,00%",0.384,0.95,4.99,1.65,4.89,4.89,"6,94%","11,37%",2.23,"10,67%","25,13%",0.0,706711000.0,0.32,"11,89%",Comércio,"Tecidos, Vestuário e Calçados",Marisa,MARI3.SA,31/03/2010
422,TPIS3,2.67,3.15,0.56,0.469,"1,54%",0.146,-1.09,-4.02,-0.22,-18.44,5.64,"-11,67%","12,59%",0.31,"-3,80%","17,68%",8889230.0,843734000.0,2.09,"-10,45%",Transporte,Exploração de Rodovias,TRIUNFO PARTICIPACOES SA,TPIS3.SA,30/06/2021
423,USIM3,17.03,3.18,1.07,0.805,"0,73%",0.585,1.66,2.77,5.01,2.74,2.42,"29,09%","29,64%",3.39,"27,33%","33,74%",8847130.0,19906400000.0,0.29,"24,90%",Siderurgia e Metalurgia,Siderurgia,USIMINAS,USIM3.SA,30/06/2021
424,USIM5,17.1,3.19,1.08,0.808,"0,80%",0.588,1.67,2.78,5.03,2.75,2.43,"29,09%","29,64%",3.39,"27,33%","33,74%",367854000.0,19906400000.0,0.29,"24,90%",Siderurgia e Metalurgia,Siderurgia,USIMINAS,USIM5.SA,30/06/2021
425,BRKM6,37.51,3.2,3.45,0.357,"0,00%",0.34,3.74,1.41,-0.72,2.37,2.0,"25,35%","11,35%",1.26,"33,38%","107,98%",2106.02,8660000000.0,3.94,"11,37%",Químicos,Petroquímicos,BRASKEM,BRKM6.SA,30/06/2021
426,PETR4,26.6,3.39,0.97,1.013,"9,03%",0.369,9.74,2.36,-0.81,4.18,2.91,"42,87%","30,09%",1.31,"17,03%","28,75%",1935750000.0,356052000000.0,0.89,"3,29%","Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição",PETROBRAS,PETR4.SA,30/06/2021
427,CSNA3,36.94,3.41,2.36,1.119,"5,20%",0.645,2.58,2.71,-3.3,3.2,2.81,"41,34%","35,73%",2.05,"40,20%","69,14%",513555000.0,21716700000.0,1.59,"22,68%",Siderurgia e Metalurgia,Siderurgia,CSN,CSNA3.SA,30/06/2021
428,PETR3,27.15,3.46,0.99,1.034,"8,85%",0.376,9.95,2.41,-0.83,4.23,2.95,"42,87%","30,09%",1.31,"17,03%","28,75%",436665000.0,356052000000.0,0.89,"3,29%","Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição",PETROBRAS,PETR3.SA,30/06/2021
429,CYRE3,18.54,3.49,1.24,1.682,"14,28%",0.599,1.56,9.76,12.34,11.45,11.2,"17,23%","49,64%",3.43,"7,51%","35,62%",128275000.0,5962210000.0,0.56,"12,46%",Construção Civil,Incorporações,CYRELA BRAZIL REALTY,CYRE3.SA,30/06/2021
430,MRFG3,20.16,3.61,3.33,0.191,"1,04%",0.319,2.55,1.65,-0.89,3.42,2.91,"11,60%","7,19%",1.33,"30,84%","92,26%",136708000.0,4185630000.0,6.81,"48,72%",Alimentos Processados,Carnes e Derivados,Marfrig,MRFG3.SA,30/06/2021
431,TBLE6,10.65,3.67,1.06,0.65,"0,00%",0.23,2.89,1.54,-0.41,3.9,3.35,"42,17%","17,72%",1.53,"17,62%","28,99%",0.0,8166660000.0,2.25,"18,97%",Energia Elétrica,Energia Elétrica, ENGIE BRASIL,TBLE6.SA,30/06/2021
432,PTPA3,76.5,3.69,1.14,0.505,"0,00%",0.375,2.28,3.63,-1.27,7.06,5.33,"13,93%","13,69%",1.79,"13,27%","30,85%",0.0,1201690000.0,1.59,"18,08%",Not found,Not found,PETROPAR SA,PTPA3.SA,30/06/2016
433,BOBR4,2.02,3.77,-4.58,0.469,"0,00%",0.621,-2.22,10.21,-0.81,15.94,11.04,"4,60%","12,46%",0.57,"7,97%","-121,55%",592493.0,-114922000.0,-2.73,"1,12%",Produtos de Uso Pessoal e de Limpeza,Produtos de Limpeza,BOMBRIL SA,BOBR4.SA,30/06/2021
